latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
36.7531,-3.4321,304.5,2.1,1.4,2004-01-02,1139,Terra,MODIS,59,6.2,286.5,18.6,D,0
36.7575,-3.4526,320.1,2.1,1.4,2004-01-02,1139,Terra,MODIS,80,6.2,288.5,54.9,D,0
38.8612,-1.9431,315.1,1,1,2004-01-02,1314,Aqua,MODIS,0,6.2,268,16.1,D,0
38.8596,-1.9545,308.8,1,1,2004-01-02,1314,Aqua,MODIS,64,6.2,268.9,11.6,D,0
41.6228,0.9499,303.2,1.3,1.1,2004-01-02,1315,Aqua,MODIS,55,6.2,284.4,9.9,D,0
38.6677,-4.0467,312.5,1.9,1.4,2004-01-03,1043,Terra,MODIS,73,6.2,282,37,D,0
37.5666,-5.9857,302.1,1.1,1,2004-01-04,1127,Terra,MODIS,51,6.2,287.9,5.5,D,0
41.9247,0.1784,306.1,1,1,2004-01-04,1302,Aqua,MODIS,63,6.2,282.9,9.4,D,0
36.7427,-6.0319,307.4,1.2,1.1,2004-01-05,1344,Aqua,MODIS,65,6.2,291.7,9,D,0
39.1573,-1.7938,307.5,2.2,1.4,2004-01-05,1345,Aqua,MODIS,65,6.2,287.5,26.7,D,0
39.3962,-2.2444,300.3,2.1,1.4,2004-01-05,1345,Aqua,MODIS,35,6.2,285.9,13.4,D,0
37.535,-5.8479,303.9,1,1,2004-01-06,1114,Terra,MODIS,57,6.2,285,7.2,D,0
36.6742,-5.8856,300.6,1,1,2004-01-06,1115,Terra,MODIS,40,6.2,287.4,4.6,D,0
37.0232,-6.076,301.3,1,1,2004-01-06,1115,Terra,MODIS,46,6.2,286.5,5.3,D,0
43.5257,-5.7313,301.5,1,1,2004-01-06,2220,Terra,MODIS,42,6.2,277.9,8.7,N,2
39.1607,-3.4154,369.8,1.2,1.1,2004-01-07,1332,Aqua,MODIS,94,6.2,290.4,151.5,D,0
39.151,-3.4135,348.4,1.2,1.1,2004-01-07,1332,Aqua,MODIS,90,6.2,288.9,78.5,D,0
39.3176,-4.2666,306.7,1.1,1.1,2004-01-07,1332,Aqua,MODIS,64,6.2,285.3,10.5,D,0
39.3128,-4.259,306.4,1.1,1.1,2004-01-07,1332,Aqua,MODIS,63,6.2,285.9,9.4,D,0
39.1591,-3.4291,342.1,1.2,1.1,2004-01-07,1332,Aqua,MODIS,93,6.2,289.6,61.6,D,0
40.2447,-3.4764,301.5,1,1,2004-01-09,1320,Aqua,MODIS,41,6.2,282.9,5.5,D,2
41.9144,-1.3369,320.7,1.3,1.1,2004-01-10,1048,Terra,MODIS,80,6.2,285.7,27.5,D,0
41.916,-1.352,308.8,1.3,1.1,2004-01-10,1048,Terra,MODIS,68,6.2,285.7,13.8,D,0
41.9153,-1.3435,325.6,1.3,1.1,2004-01-10,1048,Terra,MODIS,84,6.2,286.1,33,D,0
41.556,-1.3091,309.2,1.2,1.1,2004-01-10,1049,Terra,MODIS,68,6.2,285.1,13.5,D,0
37.7493,-5.2916,300.1,1,1,2004-01-13,1120,Terra,MODIS,24,6.2,289.8,4.1,D,0
37.7475,-5.2803,300.4,1,1,2004-01-13,1120,Terra,MODIS,36,6.2,289.1,4.1,D,0
37.6842,-5.3492,304.2,1,1,2004-01-13,1120,Terra,MODIS,58,6.2,290.7,5.7,D,0
37.0682,-5.8543,301.3,1,1,2004-01-13,1121,Terra,MODIS,32,6.2,288.4,3.7,D,0
39.0169,-1.2057,300.6,1.2,1.1,2004-01-13,1255,Aqua,MODIS,38,6.2,290.5,4.9,D,0
36.8146,-3.7672,311.3,4.8,2,2004-01-14,1203,Terra,MODIS,68,6.2,287.4,118.5,D,0
37.003,-5.8622,302.4,1.1,1,2004-01-14,1338,Aqua,MODIS,52,6.2,292.3,3.8,D,0
36.8051,-3.7862,328.8,1.3,1.1,2004-01-14,1338,Aqua,MODIS,86,6.2,296.5,37.7,D,0
36.8068,-3.7711,325.9,1.3,1.1,2004-01-14,1338,Aqua,MODIS,84,6.2,294.6,33.4,D,0
41.5511,0.3092,300.1,1.1,1,2004-01-15,1107,Terra,MODIS,24,6.2,285.8,6,D,0
43.5238,-5.7347,306.5,1.3,1.1,2004-01-15,1107,Terra,MODIS,64,6.2,283.8,14.5,D,2
40.7458,0.6035,300.5,1.1,1.1,2004-01-15,1107,Terra,MODIS,30,6.2,284,7.9,D,0
43.5431,-5.8251,300.6,1,1,2004-01-16,0220,Aqua,MODIS,31,6.2,279.9,8.2,N,0
41.3174,-1.7058,307.4,1.3,1.1,2004-01-16,1326,Aqua,MODIS,52,6.2,283,11.9,D,0
41.3275,-1.7077,317.5,1.3,1.1,2004-01-16,1326,Aqua,MODIS,78,6.2,282.7,23.7,D,0
42.0036,-0.7516,300.7,1.5,1.2,2004-01-16,1327,Aqua,MODIS,41,6.2,285.8,8.8,D,0
37.2444,-6.4209,307.8,1.7,1.3,2004-01-17,1056,Terra,MODIS,66,6.2,284.9,20.5,D,0
37.2456,-6.4084,307.2,1.7,1.3,2004-01-17,1056,Terra,MODIS,56,6.2,284.8,18,D,0
36.7172,-2.6616,316,1.3,1.1,2004-01-17,2159,Terra,MODIS,90,6.2,280.2,26.7,N,0
36.7147,-2.6759,308.9,1.3,1.1,2004-01-17,2159,Terra,MODIS,63,6.2,279.7,18.3,N,0
41.9854,-6.681,315.5,1.1,1.1,2004-01-18,1138,Terra,MODIS,76,6.2,279.5,19.5,D,0
38.8174,-1.5467,329.4,1,1,2004-01-18,1313,Aqua,MODIS,86,6.2,282.4,29.9,D,0
38.086,-1.3064,315.1,1,1,2004-01-18,1313,Aqua,MODIS,75,6.2,286.4,14.6,D,0
38.8158,-1.5581,328.6,1,1,2004-01-18,1313,Aqua,MODIS,86,6.2,282.1,29,D,0
40.2445,-3.4745,300.1,1,1,2004-01-18,1314,Aqua,MODIS,25,6.2,282,6.2,D,2
38.917,-2.017,308,1,1,2004-01-18,1314,Aqua,MODIS,0,6.2,275.7,11.2,D,0
39.9834,-2.6831,359.4,1,1,2004-01-18,1314,Aqua,MODIS,99,6.2,286.2,87.4,D,0
39.9976,-2.0248,309.7,2.2,1.4,2004-01-18,2243,Terra,MODIS,78,6.2,270.3,47.4,N,0
39.9942,-2.0561,326.6,2.2,1.4,2004-01-18,2243,Terra,MODIS,100,6.2,271.1,93.1,N,0
39.9961,-2.03,325.2,2.2,1.4,2004-01-18,2243,Terra,MODIS,100,6.2,271,89,N,0
39.9957,-2.0507,333.9,2.2,1.4,2004-01-18,2243,Terra,MODIS,100,6.2,271.6,125.7,N,0
40.0025,-2.0437,302.7,3.1,1.7,2004-01-19,0252,Aqua,MODIS,51,6.2,268.1,58.9,N,0
39.9919,-2.0248,306.9,1.6,1.2,2004-01-19,1043,Terra,MODIS,64,6.2,281.2,19.9,D,0
40.6062,-3.2018,301.5,1.8,1.3,2004-01-19,1043,Terra,MODIS,41,6.2,278.8,15.5,D,0
40.6009,-3.2096,306.5,1.8,1.3,2004-01-19,1043,Terra,MODIS,64,6.2,278.6,24.2,D,0
39.9937,-2.0428,331,1.6,1.2,2004-01-19,1043,Terra,MODIS,87,6.2,282.4,62.8,D,0
39.977,-2.0626,302.1,4.4,1.9,2004-01-19,1219,Aqua,MODIS,51,6.2,281.9,63.8,D,0
39.9848,-2.0507,309.4,3.3,1.7,2004-01-19,1357,Aqua,MODIS,68,6.2,284.3,61,D,0
40.0887,-3.6372,309.5,2.7,1.6,2004-01-19,1357,Aqua,MODIS,69,6.2,284.1,44.4,D,0
40.0852,-3.6321,314.7,2.7,1.6,2004-01-19,1357,Aqua,MODIS,75,6.2,284.4,58.3,D,0
39.9949,-2.0559,307.6,3.3,1.7,2004-01-19,1357,Aqua,MODIS,66,6.2,284.3,56.6,D,0
39.9413,-6.3352,301.2,1.8,1.3,2004-01-19,1357,Aqua,MODIS,45,6.2,284,14.1,D,0
39.9914,-2.0374,308.9,1.1,1.1,2004-01-20,0157,Aqua,MODIS,76,6.2,269.3,17.3,N,0
40.919,-2.958,300,1.2,1.1,2004-01-20,1125,Terra,MODIS,22,6.2,282.2,7.7,D,0
40.9164,-2.9439,301.3,1.2,1.1,2004-01-20,1125,Terra,MODIS,46,6.2,280.9,8.8,D,0
42.5251,-5.3509,308.4,1,1,2004-01-20,1125,Terra,MODIS,67,6.2,277,12.7,D,0
42.3306,-8.3118,307.7,1.1,1,2004-01-20,1125,Terra,MODIS,66,6.2,283.4,11.6,D,0
39.1753,-6.5759,302.4,1,1,2004-01-20,1126,Terra,MODIS,52,6.2,283,7.7,D,0
39.9971,-2.034,300.6,1.4,1.2,2004-01-20,1126,Terra,MODIS,39,6.2,279.5,10.9,D,0
38.8978,-2.0103,304.1,1.2,1.1,2004-01-20,1301,Aqua,MODIS,58,6.2,285.2,8.9,D,0
39.2345,-1.7872,303.7,1.1,1.1,2004-01-20,1301,Aqua,MODIS,57,6.2,286.5,7.2,D,0
40.9177,-2.9643,322.7,1.2,1.1,2004-01-20,1302,Aqua,MODIS,82,6.2,277.8,28.2,D,0
39.9888,-2.0424,314.9,1.1,1.1,2004-01-20,1302,Aqua,MODIS,75,6.2,286.7,17.4,D,0
42.321,-8.3462,318,2.1,1.4,2004-01-20,1302,Aqua,MODIS,78,6.2,284.8,52.4,D,0
42.3261,-8.3232,313.8,2.1,1.4,2004-01-20,1302,Aqua,MODIS,74,6.2,285.7,42.2,D,0
40.9201,-2.9506,313.4,1.2,1.1,2004-01-20,1302,Aqua,MODIS,74,6.2,276.3,17.9,D,0
43.5255,-5.7332,306,1.4,1.2,2004-01-20,1303,Aqua,MODIS,63,6.2,284.8,15.1,D,2
43.5249,-5.7342,308.5,1.1,1,2004-01-20,2232,Terra,MODIS,75,6.2,276.4,15.5,N,2
37.0595,-5.882,310.2,1.2,1.1,2004-01-21,1344,Aqua,MODIS,70,6.2,291.2,12.1,D,0
38.8507,-1.9639,306.5,2.1,1.4,2004-01-21,1344,Aqua,MODIS,64,6.2,286.7,21.8,D,0
38.8511,-1.9588,309.2,2.1,1.4,2004-01-21,1344,Aqua,MODIS,68,6.2,286.7,28.9,D,0
40.9268,-2.9738,302.2,1.9,1.4,2004-01-21,1345,Aqua,MODIS,51,6.2,286.9,12.7,D,0
40.9147,-2.9719,301.1,1.9,1.4,2004-01-21,1345,Aqua,MODIS,42,6.2,286.5,11.2,D,0
40.2461,-3.4719,303.7,1,1,2004-01-22,1113,Terra,MODIS,57,6.2,283.6,7.8,D,0
37.0501,-5.8746,301.8,1,1,2004-01-22,1114,Terra,MODIS,49,6.2,288.3,5.3,D,0
36.4519,-5.364,304.6,1,1,2004-01-22,1114,Terra,MODIS,59,6.2,288.2,6.7,D,0
37.848,-6.8889,307,1.1,1,2004-01-22,1114,Terra,MODIS,65,6.2,288.1,9.7,D,0
41.9512,-0.7553,309.2,1.2,1.1,2004-01-22,1250,Aqua,MODIS,68,6.2,288.1,13.5,D,0
37.0778,-5.8696,301.3,2.8,1.6,2004-01-23,1157,Terra,MODIS,46,6.2,287.3,21.9,D,0
40.0877,-5.7642,303.6,1,1,2004-01-23,1332,Aqua,MODIS,52,6.2,288.2,5.6,D,0
38.8549,-1.9507,307.3,1.4,1.2,2004-01-23,1332,Aqua,MODIS,65,6.2,287.2,12.4,D,0
40.2432,-3.4733,304.1,1.1,1.1,2004-01-24,1101,Terra,MODIS,58,6.2,286.1,7.5,D,2
40.9008,-2.9809,302.8,2.5,1.5,2004-01-24,1237,Aqua,MODIS,37,6.2,287,20.8,D,0
38.139,-0.7026,313.7,1.1,1.1,2004-01-25,1319,Aqua,MODIS,74,6.2,292.9,12.3,D,0
37.0333,-2.7507,308.7,1,1,2004-01-25,1319,Aqua,MODIS,67,6.2,293.9,6.2,D,0
38.3521,-0.7605,313.4,2,1.4,2004-01-27,2236,Terra,MODIS,87,6.2,278.9,41.7,N,0
38.354,-0.7374,308.3,2,1.4,2004-01-27,2236,Terra,MODIS,68,6.2,279.3,31.4,N,0
37.2827,-1.941,300.5,1.3,1.1,2004-01-29,1120,Terra,MODIS,38,6.2,286.6,6.1,D,0
39.6294,-0.2951,301.2,1.1,1.1,2004-01-29,1255,Aqua,MODIS,45,6.2,289.3,4.9,D,0
39.108,-2.0817,308.8,1.3,1.2,2004-01-29,1255,Aqua,MODIS,68,6.2,286,15.3,D,0
41.2307,1.2689,300.6,1,1,2004-01-29,1256,Aqua,MODIS,40,6.2,288.1,4.7,D,0
42.1985,3.079,300.4,1.4,1.2,2004-01-31,1106,Terra,MODIS,37,6.2,286.2,8,D,0
38.0286,-1.2965,305,1.1,1,2004-01-31,1108,Terra,MODIS,60,6.2,287.1,7.1,D,0
42.1931,3.0698,304.3,1,1,2004-01-31,1244,Aqua,MODIS,59,6.2,286.8,7,D,0
43.5548,-5.9009,304.2,1.1,1,2004-01-31,2213,Terra,MODIS,59,6.2,279.7,10.8,N,0
43.5268,-5.7368,316.3,1.1,1,2004-01-31,2213,Terra,MODIS,93,6.2,280.6,20,N,2
36.9937,-2.6706,315.7,1.1,1,2004-02-01,1326,Aqua,MODIS,65,6.2,289.2,13.4,D,0
43.5252,-5.7389,305.6,1,1,2004-02-01,1327,Aqua,MODIS,62,6.2,283.7,7.9,D,2
43.1766,-4.1882,317.8,1.5,1.2,2004-02-02,1054,Terra,MODIS,78,6.2,287.5,31,D,0
43.2337,-5.5944,321.4,1.8,1.3,2004-02-02,1054,Terra,MODIS,81,6.2,288.6,49,D,0
43.1783,-4.2063,336,1.5,1.2,2004-02-02,1054,Terra,MODIS,90,6.2,289.8,71,D,0
40.7502,0.4909,300.6,1,1,2004-02-02,1055,Terra,MODIS,40,6.2,286.5,5,D,0
39.5276,-0.4518,304.7,1,1,2004-02-02,1055,Terra,MODIS,60,6.2,288.8,5.7,D,0
43.2862,-5.0772,320.2,1.2,1.1,2004-02-03,1137,Terra,MODIS,80,6.2,276.8,27.7,D,0
43.1734,-3.7204,300.6,1.4,1.2,2004-02-03,1137,Terra,MODIS,39,6.2,280.4,9.6,D,0
37.0806,-5.8024,306.9,1.3,1.1,2004-02-03,1313,Aqua,MODIS,44,6.2,296,6.7,D,0
37.0837,-5.7978,307.4,1.3,1.1,2004-02-03,1313,Aqua,MODIS,57,6.2,294.9,7,D,0
43.3143,-3.0119,313.7,1,1,2004-02-03,1315,Aqua,MODIS,74,6.2,290.1,10.8,D,0
43.5349,-5.8298,302.1,1.1,1,2004-02-03,1315,Aqua,MODIS,51,6.2,288.8,4.8,D,0
43.2688,-4.2833,318.6,1,1,2004-02-03,1315,Aqua,MODIS,79,6.2,286.4,17.4,D,0
43.2728,-6.6281,302.5,1.1,1.1,2004-02-03,1315,Aqua,MODIS,48,6.2,284.2,6.6,D,0
43.1757,-3.7258,312.7,1,1,2004-02-03,1315,Aqua,MODIS,73,6.2,288.7,12.2,D,0
43.2756,-6.6342,303.5,1.1,1.1,2004-02-03,1315,Aqua,MODIS,56,6.2,283.8,7.9,D,0
43.5226,-5.7309,301.2,1.1,1,2004-02-03,1315,Aqua,MODIS,42,6.2,272.7,5.9,D,2
43.2493,-5.6923,304.4,1.1,1,2004-02-03,1315,Aqua,MODIS,59,6.2,281.4,7.5,D,0
43.2439,-5.6852,303.5,1.1,1,2004-02-03,1315,Aqua,MODIS,54,6.2,281.3,6.5,D,0
42.6399,1.158,305.3,1.3,1.1,2004-02-03,1315,Aqua,MODIS,60,6.2,290.3,11.2,D,0
42.6413,1.1718,328.5,1.3,1.1,2004-02-03,1315,Aqua,MODIS,65,6.2,285.7,42.4,D,0
43.1269,-2.8999,304.7,1,1,2004-02-03,1315,Aqua,MODIS,60,6.2,290.6,6.3,D,0
43.1358,-2.9024,300.8,1,1,2004-02-03,1315,Aqua,MODIS,39,6.2,288.2,4,D,0
43.316,-2.9996,310.6,1,1,2004-02-03,1315,Aqua,MODIS,70,6.2,291.7,8.6,D,0
43.1326,-5.7637,302.5,1.5,1.2,2004-02-03,2244,Terra,MODIS,50,6.2,276.8,15.5,N,0
43.7281,-7.9254,314,3.1,1.7,2004-02-04,1220,Terra,MODIS,0,6.2,285.7,68.9,D,0
43.2724,-5.0444,305.1,2.4,1.5,2004-02-04,1358,Aqua,MODIS,61,6.2,290,21.2,D,0
43.7276,-7.9455,312.9,1.6,1.3,2004-02-04,1358,Aqua,MODIS,0,6.2,284,25.4,D,0
43.2766,-5.0373,304.4,2.4,1.5,2004-02-04,1358,Aqua,MODIS,58,6.2,289.7,19.2,D,0
43.2767,-4.7394,302.4,2.5,1.5,2004-02-04,1358,Aqua,MODIS,42,6.2,292.2,17.8,D,0
43.286,-5.0442,301.8,2.4,1.5,2004-02-04,1358,Aqua,MODIS,44,6.2,289.7,13.4,D,0
43.2064,-6.3691,307.3,1,1,2004-02-05,1125,Terra,MODIS,54,6.2,288.4,7.6,D,0
43.5193,-5.7289,304.1,1,1,2004-02-05,1125,Terra,MODIS,51,6.2,288.7,5.2,D,2
43.5282,-5.7265,311.9,1,1,2004-02-05,1125,Terra,MODIS,72,6.2,289.3,10.5,D,2
42.705,0.8378,305.4,1.8,1.3,2004-02-05,1125,Terra,MODIS,51,6.2,288,19.8,D,0
43.1386,-3.7486,305.6,1.1,1,2004-02-05,1125,Terra,MODIS,47,6.2,293.4,7,D,0
43.2329,-3.7547,300.7,1.1,1,2004-02-05,1125,Terra,MODIS,41,6.2,289.5,4.4,D,0
43.2153,-6.3668,340.2,1,1,2004-02-05,1125,Terra,MODIS,92,6.2,291.1,44.3,D,0
43.2047,-6.357,303.4,1,1,2004-02-05,1125,Terra,MODIS,31,6.2,287.4,5.3,D,0
43.1468,-2.4464,304.7,1.2,1.1,2004-02-05,1125,Terra,MODIS,60,6.2,286.8,9.1,D,0
43.2505,-6.1626,300,1,1,2004-02-05,1125,Terra,MODIS,19,6.2,287.8,3.5,D,0
43.2135,-6.3547,322.4,1,1,2004-02-05,1125,Terra,MODIS,82,6.2,289,20.6,D,0
39.3405,-7.297,301.9,1,1,2004-02-05,1126,Terra,MODIS,50,6.2,289.3,4.2,D,0
37.4003,-4.5778,308.5,1.2,1.1,2004-02-05,1126,Terra,MODIS,67,6.2,290.9,10.6,D,0
37.7403,-2.5406,315.2,1.3,1.1,2004-02-05,1301,Aqua,MODIS,75,6.2,294.5,15.8,D,0
39.1316,-2.223,354.1,1.2,1.1,2004-02-05,1302,Aqua,MODIS,97,6.2,299.2,85.3,D,0
39.1293,-2.2361,332.7,1.2,1.1,2004-02-05,1302,Aqua,MODIS,88,6.2,296.2,36.8,D,0
39.1411,-2.2257,403.8,1.2,1.1,2004-02-05,1302,Aqua,MODIS,100,6.2,305.4,341.5,D,0
39.1388,-2.2389,372.9,1.2,1.1,2004-02-05,1302,Aqua,MODIS,100,6.2,302.3,154.2,D,0
