latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
38.8514,-1.9528,305.4,2.1,1.4,2003-01-02,1344,Aqua,MODIS,61,6.2,273.2,29.3,D,0
43.5563,-5.9082,302.9,1,1,2003-01-03,2219,Terra,MODIS,52,6.2,281.1,8.7,N,0
39.1245,-1.9505,309.4,1.4,1.2,2003-01-04,1332,Aqua,MODIS,0,6.2,280.5,16.8,D,0
38.8967,-1.9805,319,1.4,1.2,2003-01-04,1332,Aqua,MODIS,79,6.2,284.8,28,D,0
38.8279,-1.9622,300.7,1.4,1.2,2003-01-04,1332,Aqua,MODIS,13,6.2,282.4,8.2,D,0
38.8951,-1.9964,304.7,1.4,1.2,2003-01-04,1332,Aqua,MODIS,41,6.2,284.5,10.6,D,0
38.9039,-2.0139,332.3,1.4,1.2,2003-01-04,1332,Aqua,MODIS,88,6.2,286.6,51,D,0
36.8845,-3.4875,314.2,1.4,1.2,2003-01-07,1050,Terra,MODIS,74,6.2,284.4,25,D,0
42.2584,-2.0742,313.6,1.1,1,2003-01-13,0221,Aqua,MODIS,88,6.2,271.4,21,N,0
42.2607,-2.0875,318.3,1.1,1,2003-01-13,0221,Aqua,MODIS,97,6.2,271.1,25.6,N,0
37.4275,-1.7505,302.4,1.1,1,2003-01-14,1056,Terra,MODIS,52,6.2,281.4,8,D,0
39.1269,-3.3524,306.8,1,1,2003-01-15,1314,Aqua,MODIS,64,6.2,282.3,10.4,D,0
42.1415,-8.3769,307.7,1.4,1.2,2003-01-15,1315,Aqua,MODIS,66,6.2,278.6,18.6,D,0
42.1358,-8.3825,308.5,1.4,1.2,2003-01-15,1315,Aqua,MODIS,67,6.2,276.6,19.6,D,0
42.4752,-8.461,302.8,1.5,1.2,2003-01-16,1358,Aqua,MODIS,54,6.2,284.2,13.6,D,0
42.1662,-8.3718,315.5,1.5,1.2,2003-01-16,1358,Aqua,MODIS,76,6.2,282.4,29.4,D,0
42.4735,-8.4783,312,1.5,1.2,2003-01-16,1358,Aqua,MODIS,72,6.2,284.9,24.5,D,0
42.1647,-8.3881,311.2,1.5,1.2,2003-01-16,1358,Aqua,MODIS,71,6.2,282.6,23.2,D,0
38.3694,-0.5421,301.1,1.8,1.3,2003-01-17,1126,Terra,MODIS,44,6.2,287.2,11.5,D,0
37.6824,-5.3693,300.8,1.1,1,2003-01-17,1127,Terra,MODIS,41,6.2,281.9,7,D,0
38.8781,-2.018,366.4,1.2,1.1,2003-01-17,1301,Aqua,MODIS,100,6.2,288.4,131.5,D,0
38.8758,-2.0309,310.6,1.2,1.1,2003-01-17,1301,Aqua,MODIS,70,6.2,284.7,14.4,D,0
36.7029,-4.5139,306.3,1,1,2003-01-19,1115,Terra,MODIS,63,6.2,286.2,8.1,D,0
39.4666,-0.4524,300.7,1,1,2003-01-21,1101,Terra,MODIS,38,6.2,286.9,3.9,D,0
