latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
43.5344,-5.7244,301.3,1.6,1.2,2015-01-01,0254,Aqua,MODIS,40,6.2,274.7,17.6,N,0
40.2738,-5.6826,324.5,1.9,1.3,2015-01-01,0255,Aqua,MODIS,100,6.2,277.8,70.8,N,0
40.2689,-5.6602,311.5,1.9,1.3,2015-01-01,0255,Aqua,MODIS,83,6.2,274.9,40.6,N,0
40.2863,-5.6822,326.6,1.9,1.3,2015-01-01,0255,Aqua,MODIS,100,6.2,275.3,77.6,N,0
40.2807,-5.6563,312.7,1.9,1.3,2015-01-01,0255,Aqua,MODIS,85,6.2,273.9,43.5,N,0
42.6176,-8.2673,300.6,1.5,1.2,2015-01-01,1401,Aqua,MODIS,39,6.2,281.9,11.1,D,0
42.6216,-8.255,300.9,1.5,1.2,2015-01-01,1401,Aqua,MODIS,43,6.2,282.7,10.8,D,0
39.3385,-5.3631,313.4,1.1,1,2015-01-02,1125,Terra,MODIS,70,6.2,281,15.3,D,0
36.4099,-5.2981,301.6,1.1,1.1,2015-01-02,1126,Terra,MODIS,48,6.2,287.2,6.8,D,0
37.5918,-5.8124,309.9,1.1,1,2015-01-02,1126,Terra,MODIS,52,6.2,284.1,11.6,D,0
37.8919,-5.6568,300.5,1.1,1,2015-01-02,1126,Terra,MODIS,37,6.2,283,6.6,D,0
36.4078,-5.304,305.8,1.9,1.4,2015-01-02,1304,Aqua,MODIS,62,6.2,288.1,20.6,D,0
36.3996,-5.3063,304.5,1.9,1.4,2015-01-02,1304,Aqua,MODIS,59,6.2,288.1,18.6,D,0
38.7227,-0.7432,315.3,1.1,1,2015-01-02,1305,Aqua,MODIS,71,6.2,288.2,14.9,D,0
38.3964,-1.4322,305.8,1.1,1.1,2015-01-02,1305,Aqua,MODIS,62,6.2,289,8.4,D,0
39.4599,-2.7092,301.1,1.2,1.1,2015-01-02,1305,Aqua,MODIS,45,6.2,285.8,7.1,D,0
38.84,-1.0496,305.1,1.1,1,2015-01-02,1305,Aqua,MODIS,61,6.2,286.4,8.2,D,0
38.7155,-0.729,354.5,1.1,1,2015-01-02,1305,Aqua,MODIS,92,6.2,289.2,78.4,D,0
38.7136,-0.741,310,1.1,1,2015-01-02,1305,Aqua,MODIS,56,6.2,287,10.1,D,0
38.8838,-1.347,308.4,1.1,1,2015-01-02,1305,Aqua,MODIS,67,6.2,287.6,10.2,D,0
42.2164,-1.276,335.7,1,1,2015-01-02,1306,Aqua,MODIS,90,6.2,282.1,40.6,D,0
42.1383,-1.1852,302.3,1,1,2015-01-02,1306,Aqua,MODIS,51,6.2,274.3,7.8,D,0
38.4209,-5.7427,304.6,1.3,1.1,2015-01-03,1348,Aqua,MODIS,59,6.2,289.9,8.5,D,0
38.8561,-6.4858,319.2,1.2,1.1,2015-01-03,1348,Aqua,MODIS,79,6.2,289.5,22,D,0
38.8522,-6.4919,322.5,1.2,1.1,2015-01-03,1348,Aqua,MODIS,82,6.2,290.2,25,D,0
38.9016,-6.6047,301.9,1.2,1.1,2015-01-03,1348,Aqua,MODIS,50,6.2,287.8,5.8,D,0
38.8546,-6.4993,306.3,1.2,1.1,2015-01-03,1348,Aqua,MODIS,63,6.2,289.5,9.1,D,0
39.6425,-2.1015,301.9,1.1,1,2015-01-04,1113,Terra,MODIS,47,6.2,284.4,6.5,D,0
39.2038,-0.3575,307.6,1.2,1.1,2015-01-04,1113,Terra,MODIS,66,6.2,289,11.4,D,0
39.423,-2.4039,300.7,1,1,2015-01-04,1113,Terra,MODIS,41,6.2,283.7,5.6,D,0
38.7209,-0.7281,300.3,1.2,1.1,2015-01-04,1113,Terra,MODIS,33,6.2,286.3,6.2,D,0
40.1681,-5.9354,306.4,1.1,1,2015-01-04,1113,Terra,MODIS,55,6.2,289.2,9.4,D,0
40.2512,-5.3648,311.9,2.4,1.5,2015-01-04,1253,Aqua,MODIS,68,6.2,282.2,49,D,0
40.256,-5.7427,301.5,1,1,2015-01-04,2218,Terra,MODIS,42,6.2,278.3,9.3,N,0
40.2596,-5.7319,314.1,1,1,2015-01-05,0231,Aqua,MODIS,88,6.2,278.3,17.8,N,0
43.2561,-3.9913,302.4,2.4,1.5,2015-01-05,1155,Terra,MODIS,52,6.2,283.4,27.2,D,0
42.3222,-6.6531,305.1,1.8,1.3,2015-01-05,1155,Terra,MODIS,60,6.2,282.1,21.9,D,0
42.3167,-6.6487,305.2,1.8,1.3,2015-01-05,1155,Terra,MODIS,61,6.2,283.6,21.2,D,0
43.2612,-3.9949,306.8,2.4,1.5,2015-01-05,1155,Terra,MODIS,64,6.2,282.9,34.5,D,0
37.419,-6.2355,312.6,1,1,2015-01-05,1335,Aqua,MODIS,73,6.2,288,11.5,D,0
42.3195,-6.6648,304.6,1,1,2015-01-05,1336,Aqua,MODIS,58,6.2,284.3,7.9,D,0
42.3211,-6.6529,301.4,1,1,2015-01-05,1336,Aqua,MODIS,39,6.2,283.3,6.1,D,0
43.256,-4.0066,305.8,1.3,1.1,2015-01-05,1337,Aqua,MODIS,62,6.2,285.7,12.3,D,0
38.7292,-0.7295,300.1,1,1,2015-01-06,1101,Terra,MODIS,24,6.2,285.6,5.1,D,0
39.3288,-5.3675,315.9,1,1,2015-01-07,1323,Aqua,MODIS,66,6.2,283.5,17.1,D,0
