latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
43.5208,-5.7336,309,1.7,1.3,2001-01-01,2207,Terra,MODIS,76,6.2,278.1,27.3,N,2
43.532,-5.7375,302.7,1.7,1.3,2001-01-01,2207,Terra,MODIS,50,6.2,278.6,18.2,N,0
43.527,-5.7307,305.2,1,1,2001-01-02,1143,Terra,MODIS,46,6.2,274.7,10.1,D,2
37.0857,-6.4901,306,1.2,1.1,2001-01-02,1144,Terra,MODIS,45,6.2,288.8,7.9,D,0
37.0762,-6.4926,307.4,1.2,1.1,2001-01-02,1144,Terra,MODIS,46,6.2,288.4,8.8,D,0
37.074,-6.4798,307.5,1.2,1.1,2001-01-02,1144,Terra,MODIS,48,6.2,288.1,9,D,0
43.5566,-5.9008,301,1,1,2001-01-04,1130,Terra,MODIS,33,6.2,284.9,6.3,D,0
41.3802,1.6235,339.5,1.7,1.3,2001-01-04,1131,Terra,MODIS,91,6.2,283.5,98.6,D,0
41.376,1.6437,303.9,1.7,1.3,2001-01-04,1131,Terra,MODIS,57,6.2,283.6,16.9,D,0
39.4568,-0.4864,309.8,1.4,1.2,2001-01-04,1131,Terra,MODIS,52,6.2,275.9,18.8,D,0
43.5251,-5.7385,302.2,1,1,2001-01-04,2237,Terra,MODIS,47,6.2,279.3,8.1,N,2
43.5321,-5.7352,303.7,1.8,1.3,2001-01-16,2301,Terra,MODIS,56,6.2,276.2,21.8,N,0
43.523,-5.7285,300.2,1,1,2001-01-20,1130,Terra,MODIS,32,6.2,283.9,5.8,D,2
43.5203,-5.728,302.6,1.9,1.3,2001-01-24,1105,Terra,MODIS,52,6.2,287.1,15.2,D,2
38.2522,-0.867,303.4,1.2,1.1,2001-01-29,1125,Terra,MODIS,56,6.2,282.1,9.8,D,0
39.963,-0.1821,304.2,1,1,2001-01-31,1112,Terra,MODIS,58,6.2,290,5.3,D,0
36.855,-3.5488,304.2,1.1,1,2001-01-31,1113,Terra,MODIS,58,6.2,290.3,6.7,D,0
