latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
43.526,-5.7373,319.5,1,1,2007-01-01,1324,Aqua,MODIS,75,6.2,288.2,18.3,D,2
42.3387,-1.9509,300.8,1.4,1.2,2007-01-02,1047,Terra,MODIS,42,6.2,281.8,10.1,D,0
41.1076,1.0762,303.9,1,1,2007-01-02,1047,Terra,MODIS,57,6.2,285.6,7.4,D,0
39.2074,-2.2426,307.4,1,1,2007-01-03,1310,Aqua,MODIS,65,6.2,287.6,8.6,D,0
37.0016,-3.5019,302.3,1.2,1.1,2007-01-03,1310,Aqua,MODIS,44,6.2,292.1,8.4,D,0
40.2738,-0.0204,300.4,1,1,2007-01-03,1311,Aqua,MODIS,36,6.2,287,5.2,D,0
43.5297,-5.7296,302,2.5,1.5,2007-01-04,2142,Terra,MODIS,46,6.2,280.8,31.8,N,0
43.535,-5.8309,300.5,1,1,2007-01-05,1118,Terra,MODIS,38,6.2,284.8,5.9,D,0
43.5542,-5.9048,303,1,1,2007-01-05,1118,Terra,MODIS,54,6.2,286.2,7,D,0
42.3077,-1.7874,313.1,1.1,1.1,2007-01-05,1118,Terra,MODIS,73,6.2,285.4,15.8,D,0
37.6244,-7.3402,300.5,1,1,2007-01-05,1119,Terra,MODIS,35,6.2,281.7,5,D,0
37.6062,-6.303,302.7,1,1,2007-01-05,1119,Terra,MODIS,53,6.2,287.3,5.6,D,0
38.8045,-2.0922,306.1,1.2,1.1,2007-01-05,1119,Terra,MODIS,63,6.2,284,11.7,D,0
41.6279,1.0256,304.9,1,1,2007-01-05,1259,Aqua,MODIS,60,6.2,284.2,8.2,D,0
42.0473,2.818,302.3,1,1,2007-01-05,1259,Aqua,MODIS,51,6.2,286.5,6.5,D,0
38.7729,-1.3248,300.5,1.9,1.3,2007-01-06,1341,Aqua,MODIS,38,6.2,289.1,9.3,D,0
37.2648,-5.6214,303.8,1.1,1,2007-01-06,1341,Aqua,MODIS,57,6.2,287.7,5.8,D,0
37.6002,-5.9597,302.2,1.1,1.1,2007-01-07,1107,Terra,MODIS,51,6.2,288.1,5.9,D,0
37.2721,-5.6163,300.2,1.1,1,2007-01-07,1107,Terra,MODIS,31,6.2,285.9,5.1,D,0
37.5907,-5.9616,301.1,1.1,1.1,2007-01-07,1107,Terra,MODIS,44,6.2,285.9,4.9,D,0
43.2838,-6.5544,313.3,1.1,1.1,2007-01-07,2212,Terra,MODIS,87,6.2,273.7,19.8,N,0
43.2861,-6.5409,300.7,1.1,1.1,2007-01-07,2212,Terra,MODIS,32,6.2,272.4,10.1,N,0
38.1574,-2.8675,300.9,1.1,1,2007-01-08,1328,Aqua,MODIS,42,6.2,282.8,7.3,D,0
37.6039,-6.3149,302,1,1,2007-01-08,1328,Aqua,MODIS,50,6.2,289,4.8,D,0
36.9694,-3.4497,301.7,1,1,2007-01-08,1328,Aqua,MODIS,42,6.2,290.3,3.8,D,0
43.2081,-1.8511,302,1.2,1.1,2007-01-09,1053,Terra,MODIS,50,6.2,284.8,8.4,D,0
41.4086,-1.2184,307.2,1.1,1,2007-01-09,1054,Terra,MODIS,65,6.2,286.9,9.7,D,0
41.5319,-4.0683,305.3,1,1,2007-01-10,1317,Aqua,MODIS,61,6.2,279.3,9.4,D,0
43.1889,-1.8297,306.6,1,1,2007-01-10,1318,Aqua,MODIS,64,6.2,278.4,10.6,D,0
43.408,-3.8473,301.2,1,1,2007-01-10,1318,Aqua,MODIS,43,6.2,288.1,5.2,D,0
43.5222,-5.7279,304,1,1,2007-01-12,1124,Terra,MODIS,58,6.2,286.1,6.9,D,2
43.2986,-3.2351,308.7,1.1,1,2007-01-12,1124,Terra,MODIS,67,6.2,283.4,12.8,D,0
43.3008,-3.2477,301.4,1.1,1,2007-01-12,1124,Terra,MODIS,47,6.2,283.1,7.6,D,0
42.0855,-2.951,303.4,1.2,1.1,2007-01-12,1124,Terra,MODIS,56,6.2,284.2,10.1,D,0
43.524,-5.74,301.7,1,1,2007-01-12,1124,Terra,MODIS,49,6.2,286.4,5.7,D,2
40.4021,-5.1031,309.9,1.1,1,2007-01-12,1125,Terra,MODIS,69,6.2,285.3,11.7,D,0
40.4041,-5.1153,312.2,1.1,1,2007-01-12,1125,Terra,MODIS,72,6.2,283.3,13.7,D,0
40.4106,-5.1068,330.5,1.1,1,2007-01-12,1125,Terra,MODIS,87,6.2,283.7,33.2,D,0
36.976,-3.4765,306.8,1.4,1.2,2007-01-12,1126,Terra,MODIS,53,6.2,289.7,11.1,D,0
37.6086,-6.3034,301.8,1,1,2007-01-12,1126,Terra,MODIS,49,6.2,288.4,5.4,D,0
36.6979,-6.0666,300.1,1.1,1,2007-01-12,1126,Terra,MODIS,27,6.2,287.2,4.7,D,0
41.2701,-0.1716,305.5,1,1,2007-01-12,1305,Aqua,MODIS,58,6.2,285.7,8.1,D,0
41.1374,1.1688,302.7,1,1,2007-01-12,1305,Aqua,MODIS,53,6.2,290.3,4.8,D,0
43.0089,-3.0152,300.1,1.1,1,2007-01-12,1305,Aqua,MODIS,29,6.2,287.6,5.5,D,0
40.242,-3.4773,302.8,1.3,1.1,2007-01-12,1305,Aqua,MODIS,54,6.2,289,7.9,D,0
43.523,-5.7391,305.6,1.4,1.2,2007-01-12,1306,Aqua,MODIS,62,6.2,287.5,12.6,D,2
42.2235,-4.7632,310,1,1,2007-01-14,1112,Terra,MODIS,69,6.2,277,13.5,D,0
37.4038,-7.0039,307.6,1,1,2007-01-15,1335,Aqua,MODIS,66,6.2,283.3,7.9,D,0
43.5237,-5.7235,313.7,1.6,1.2,2007-01-16,1059,Terra,MODIS,59,6.2,284.5,26.7,D,2
38.1556,-2.8095,312.4,1,1,2007-01-16,1101,Terra,MODIS,72,6.2,284.3,13.9,D,0
43.5224,-5.7382,300.4,1.2,1.1,2007-01-16,2206,Terra,MODIS,27,6.2,281.2,9.7,N,2
37.6101,-5.7007,304.5,1.1,1,2007-01-17,1322,Aqua,MODIS,59,6.2,291.4,5.8,D,0
37.2441,-6.1583,302.2,1.2,1.1,2007-01-17,1322,Aqua,MODIS,51,6.2,291.7,5.7,D,0
37.3534,-2.3143,307.3,1,1,2007-01-17,1322,Aqua,MODIS,65,6.2,291.4,7.1,D,0
37.2638,-6.2172,305.3,1.2,1.1,2007-01-17,1322,Aqua,MODIS,61,6.2,289.7,8.1,D,0
43.2573,-4.3431,300.4,1,1,2007-01-17,1324,Aqua,MODIS,31,6.2,287.2,4.9,D,0
43.3015,-6.1606,314.1,1.7,1.3,2007-01-17,2249,Terra,MODIS,88,6.2,282.3,33.3,N,0
43.4667,-6.3447,312.9,1.6,1.3,2007-01-17,2249,Terra,MODIS,86,6.2,282.6,30.3,N,0
38.7653,-0.1468,325.5,1.1,1,2007-01-18,1048,Terra,MODIS,84,6.2,286.9,27,D,0
37.2463,-6.228,302.7,2.1,1.4,2007-01-18,1049,Terra,MODIS,53,6.2,286.4,17.7,D,0
38.3644,-1.4216,300.5,1.2,1.1,2007-01-18,1049,Terra,MODIS,37,6.2,283.8,7.6,D,0
43.2643,-5.0186,308.5,1.1,1,2007-01-19,1130,Terra,MODIS,67,6.2,284.2,12.1,D,0
43.5219,-5.7326,307,1,1,2007-01-19,1130,Terra,MODIS,65,6.2,289.2,8.4,D,2
40.3734,-5.2956,345,1.2,1.1,2007-01-19,1131,Terra,MODIS,94,6.2,291.7,65.1,D,0
40.3758,-5.3092,315.1,1.2,1.1,2007-01-19,1131,Terra,MODIS,75,6.2,288.4,16.7,D,0
38.3585,-1.4177,301.7,2,1.4,2007-01-19,1131,Terra,MODIS,49,6.2,290.6,11.9,D,0
40.3828,-5.2926,303.4,1.2,1.1,2007-01-19,1131,Terra,MODIS,22,6.2,286.6,6.4,D,0
37.6091,-6.3011,301.1,1.2,1.1,2007-01-19,1132,Terra,MODIS,44,6.2,291,4.6,D,0
