"iso","adm1","adm2","alert__year","alert__week","alert__count","confidence__cat"
"ESP",12,3,2022,34,3,"l"
"ESP",12,3,2022,29,112,"h"
"ESP",12,3,2022,28,70,"h"
"ESP",12,1,2020,32,4,"n"
"ESP",12,3,2016,37,4,"h"
"ESP",12,3,2015,29,5,"h"
"ESP",12,4,2016,22,1,"l"
"ESP",12,1,2015,27,1,"n"
"ESP",12,4,2013,17,1,"h"
"ESP",12,2,2021,14,4,"n"
"ESP",12,2,2017,41,58,"n"
"ESP",12,2,2023,41,1,"l"
"ESP",12,2,2020,32,5,"n"
"ESP",12,3,2017,17,1,"n"
"ESP",12,1,2017,24,4,"n"
"ESP",12,2,2017,33,6,"n"
"ESP",12,2,2022,28,18,"l"
"ESP",12,2,2013,34,8,"n"
"ESP",12,4,2022,30,17,"n"
"ESP",12,2,2013,34,1,"l"
"ESP",12,1,2016,30,2,"h"
"ESP",12,4,2017,41,50,"n"
"ESP",12,4,2020,31,3,"h"
"ESP",12,3,2018,40,1,"l"
"ESP",12,4,2013,36,5,"n"
"ESP",12,2,2016,32,2,"l"
"ESP",12,3,2017,37,2,"n"
"ESP",12,2,2016,34,1,"l"
"ESP",12,3,2012,9,15,"h"
"ESP",12,3,2012,8,15,"n"
"ESP",12,3,2015,49,2,"n"
"ESP",12,2,2020,29,2,"n"
"ESP",12,1,2014,15,2,"n"
"ESP",12,3,2022,31,12,"h"
"ESP",12,1,2021,22,1,"n"
"ESP",12,3,2016,34,1,"l"
"ESP",12,3,2015,14,9,"n"
"ESP",12,4,2019,1,1,"h"
"ESP",12,1,2023,6,4,"n"
"ESP",12,4,2022,32,1,"h"
"ESP",12,4,2013,36,3,"l"
"ESP",12,4,2016,31,5,"n"
"ESP",12,1,2012,32,4,"n"
"ESP",12,1,2012,25,2,"n"
"ESP",12,2,2012,37,1,"l"
"ESP",12,1,2023,5,4,"n"
"ESP",12,4,2021,33,1,"n"
"ESP",12,1,2016,33,2,"n"
"ESP",12,1,2020,28,1,"n"
"ESP",12,3,2013,38,12,"n"
"ESP",12,1,2015,31,1,"h"
"ESP",12,1,2015,24,1,"n"
"ESP",12,1,2018,35,1,"n"
"ESP",12,3,2013,26,1,"n"
"ESP",12,1,2012,13,5,"h"
"ESP",12,3,2022,36,1,"l"
"ESP",12,3,2012,4,2,"n"
"ESP",12,1,2017,17,3,"n"
"ESP",12,3,2021,32,4,"h"
"ESP",12,1,2022,32,9,"n"
"ESP",12,4,2020,28,6,"n"
"ESP",12,2,2020,37,2,"l"
"ESP",12,3,2019,11,1,"h"
"ESP",12,2,2013,48,1,"h"
"ESP",12,4,2020,29,1,"n"
"ESP",12,3,2015,27,1,"l"
"ESP",12,4,2013,37,2,"h"
"ESP",12,3,2017,31,7,"l"
"ESP",12,2,2017,24,1,"n"
"ESP",12,4,2017,25,1,"l"
"ESP",12,4,2019,9,1,"n"
"ESP",12,3,2015,30,5,"h"
"ESP",12,1,2018,28,1,"n"
"ESP",12,3,2015,33,1,"l"
"ESP",12,4,2022,31,14,"h"
"ESP",12,4,2017,41,68,"h"
"ESP",12,1,2016,32,7,"l"
"ESP",12,1,2023,21,2,"h"
"ESP",12,2,2015,53,2,"n"
"ESP",12,3,2012,37,1,"l"
"ESP",12,2,2017,42,7,"n"
"ESP",12,3,2021,14,2,"n"
"ESP",12,3,2019,18,2,"n"
"ESP",12,2,2012,13,6,"n"
"ESP",12,4,2022,21,1,"l"
"ESP",12,1,2021,33,3,"n"
"ESP",12,3,2013,34,29,"n"
"ESP",12,3,2012,8,1,"l"
"ESP",12,1,2015,14,4,"n"
"ESP",12,4,2013,36,5,"h"
"ESP",12,2,2019,37,1,"l"
"ESP",12,1,2020,31,2,"n"
"ESP",12,1,2013,26,1,"n"
"ESP",12,2,2018,41,1,"n"
"ESP",12,3,2012,11,10,"n"
"ESP",12,1,2015,15,1,"n"
"ESP",12,1,2016,32,53,"n"
"ESP",12,1,2021,35,2,"n"
"ESP",12,1,2020,31,3,"l"
"ESP",12,1,2015,34,1,"n"
"ESP",12,4,2017,16,2,"h"
"ESP",12,3,2023,27,1,"l"
"ESP",12,2,2012,9,1,"l"
"ESP",12,2,2017,31,3,"n"
"ESP",12,2,2016,31,1,"h"
"ESP",12,2,2018,36,2,"n"
"ESP",12,1,2022,28,1,"n"
"ESP",12,3,2017,38,5,"n"
"ESP",12,3,2020,26,2,"n"
"ESP",12,1,2022,32,6,"h"
"ESP",12,1,2018,40,4,"h"
"ESP",12,1,2018,16,2,"n"
"ESP",12,3,2014,44,1,"n"
"ESP",12,3,2014,33,1,"n"
"ESP",12,2,2012,38,7,"n"
"ESP",12,1,2022,8,1,"n"
"ESP",12,3,2014,10,1,"n"
"ESP",12,4,2013,35,31,"n"
"ESP",12,2,2022,19,1,"h"
"ESP",12,3,2014,36,1,"l"
"ESP",12,1,2012,12,3,"n"
"ESP",12,3,2022,39,1,"l"
"ESP",12,4,2023,26,1,"l"
"ESP",12,3,2012,6,2,"l"
"ESP",12,3,2017,25,1,"l"
"ESP",12,4,2022,27,1,"n"
"ESP",12,2,2017,15,2,"h"
"ESP",12,3,2018,34,11,"n"
"ESP",12,2,2013,17,4,"n"
"ESP",12,1,2018,38,1,"n"
"ESP",12,2,2018,34,1,"n"
"ESP",12,3,2012,34,1,"l"
"ESP",12,3,2014,12,3,"n"
"ESP",12,2,2015,29,1,"n"
"ESP",12,2,2012,4,1,"n"
"ESP",12,1,2016,11,5,"n"
"ESP",12,4,2016,26,1,"n"
"ESP",12,4,2018,24,1,"l"
"ESP",12,2,2012,36,5,"n"
"ESP",12,3,2016,37,2,"l"
"ESP",12,3,2015,27,8,"n"
"ESP",12,3,2016,34,5,"h"
"ESP",12,2,2013,34,1,"h"
"ESP",12,3,2015,13,2,"n"
"ESP",12,1,2020,22,5,"n"
"ESP",12,2,2017,34,1,"h"
"ESP",12,3,2021,36,1,"l"
"ESP",12,2,2018,16,1,"n"
"ESP",12,1,2024,16,1,"l"
"ESP",12,3,2021,32,1,"l"
"ESP",12,2,2023,33,1,"n"
"ESP",12,3,2020,37,12,"l"
"ESP",12,3,2019,12,1,"h"
"ESP",12,3,2022,33,7,"n"
"ESP",12,3,2012,35,2,"h"
"ESP",12,1,2017,14,1,"n"
"ESP",12,3,2021,21,1,"l"
"ESP",12,3,2012,11,2,"l"
"ESP",12,3,2020,9,14,"n"
"ESP",12,3,2013,34,5,"l"
"ESP",12,3,2013,36,2,"h"
"ESP",12,3,2012,38,13,"n"
"ESP",12,3,2020,28,1,"n"
"ESP",12,2,2022,33,2,"n"
"ESP",12,3,2022,5,1,"l"
"ESP",12,3,2017,34,26,"n"
"ESP",12,1,2013,35,3,"l"
"ESP",12,2,2023,30,2,"n"
"ESP",12,2,2022,30,1,"l"
"ESP",12,1,2013,37,12,"l"
"ESP",12,4,2013,17,1,"n"
"ESP",12,1,2013,29,1,"n"
"ESP",12,4,2012,25,1,"l"
"ESP",12,3,2023,32,1,"n"
"ESP",12,3,2023,6,4,"n"
"ESP",12,3,2013,33,12,"n"
"ESP",12,4,2015,30,2,"n"
"ESP",12,1,2012,8,9,"n"
"ESP",12,3,2021,23,1,"n"
"ESP",12,3,2013,28,3,"n"
"ESP",12,2,2021,33,1,"h"
"ESP",12,1,2022,11,1,"n"
"ESP",12,3,2013,19,2,"n"
"ESP",12,1,2022,27,1,"l"
"ESP",12,1,2016,26,1,"h"
"ESP",12,3,2014,35,1,"n"
"ESP",12,3,2015,35,12,"h"
"ESP",12,3,2012,13,7,"l"
"ESP",12,3,2012,5,1,"n"
"ESP",12,1,2019,13,17,"n"
"ESP",12,2,2013,21,4,"n"
"ESP",12,3,2022,35,7,"n"
"ESP",12,3,2015,34,3,"l"
"ESP",12,2,2014,12,5,"n"
"ESP",12,1,2013,27,1,"n"
"ESP",12,1,2013,16,1,"l"
"ESP",12,1,2013,37,48,"n"
"ESP",12,3,2012,9,6,"l"
"ESP",12,3,2017,30,6,"n"
"ESP",12,3,2015,14,1,"l"
"ESP",12,2,2017,34,1,"l"
"ESP",12,3,2017,14,1,"l"
"ESP",12,3,2020,23,1,"l"
"ESP",12,1,2017,41,4,"h"
"ESP",12,2,2013,48,1,"n"
"ESP",12,4,2017,17,2,"n"
"ESP",12,1,2013,35,12,"n"
"ESP",12,4,2012,4,2,"h"
"ESP",12,2,2013,37,18,"n"
"ESP",12,1,2013,41,1,"n"
"ESP",12,4,2017,29,1,"l"
"ESP",12,3,2023,35,1,"n"
"ESP",12,3,2013,21,1,"n"
"ESP",12,3,2022,39,1,"n"
"ESP",12,3,2017,42,12,"h"
"ESP",12,1,2019,13,8,"h"
"ESP",12,4,2020,22,2,"n"
"ESP",12,2,2013,37,4,"l"
"ESP",12,1,2020,27,2,"n"
"ESP",12,1,2012,30,1,"n"
"ESP",12,3,2012,12,1,"n"
"ESP",12,1,2021,34,5,"h"
"ESP",12,1,2022,32,4,"l"
"ESP",12,1,2014,11,1,"l"
"ESP",12,2,2021,36,5,"l"
"ESP",12,3,2017,23,4,"n"
"ESP",12,3,2017,13,1,"n"
"ESP",12,3,2016,32,3,"l"
"ESP",12,1,2018,36,1,"l"
"ESP",12,1,2012,26,1,"n"
"ESP",12,1,2012,20,1,"n"
"ESP",12,2,2019,36,1,"l"
"ESP",12,3,2017,40,25,"n"
"ESP",12,2,2020,22,1,"l"
"ESP",12,4,2016,29,4,"n"
"ESP",12,3,2012,6,8,"n"
"ESP",12,3,2016,34,8,"n"
"ESP",12,1,2014,11,15,"n"
"ESP",12,3,2013,48,1,"n"
"ESP",12,2,2022,29,64,"h"
"ESP",12,3,2020,38,44,"n"
"ESP",12,3,2015,15,2,"n"
"ESP",12,3,2016,39,4,"n"
"ESP",12,3,2015,33,4,"h"
"ESP",12,1,2017,35,2,"n"
"ESP",12,3,2013,18,1,"l"
"ESP",12,1,2022,5,2,"n"
"ESP",12,4,2017,11,1,"n"
"ESP",12,3,2021,50,2,"n"
"ESP",12,2,2015,31,3,"n"
"ESP",12,4,2012,37,2,"n"
"ESP",12,2,2015,37,2,"n"
"ESP",12,3,2013,23,4,"n"
"ESP",12,4,2012,12,1,"n"
"ESP",12,1,2012,12,1,"l"
"ESP",12,4,2016,26,1,"l"
"ESP",12,2,2019,37,4,"h"
"ESP",12,3,2017,32,6,"l"
"ESP",12,3,2016,28,1,"n"
"ESP",12,1,2014,24,1,"n"
"ESP",12,3,2014,34,5,"n"
"ESP",12,2,2018,40,2,"n"
"ESP",12,4,2017,42,1,"l"
"ESP",12,2,2020,9,3,"n"
"ESP",12,4,2020,27,1,"n"
"ESP",12,2,2012,8,1,"l"
"ESP",12,2,2016,35,3,"l"
"ESP",12,4,2016,11,2,"n"
"ESP",12,3,2019,41,4,"n"
"ESP",12,3,2018,38,5,"h"
"ESP",12,4,2023,14,1,"n"
"ESP",12,1,2013,33,3,"n"
"ESP",12,3,2022,34,7,"h"
"ESP",12,4,2013,34,1,"h"
"ESP",12,3,2015,49,4,"h"
"ESP",12,3,2017,24,1,"l"
"ESP",12,3,2020,9,3,"l"
"ESP",12,3,2012,7,1,"l"
"ESP",12,3,2019,31,3,"n"
"ESP",12,3,2015,32,1,"l"
"ESP",12,3,2013,18,2,"n"
"ESP",12,1,2021,2,1,"n"
"ESP",12,3,2015,36,1,"l"
"ESP",12,3,2017,8,2,"n"
"ESP",12,2,2022,28,70,"h"
"ESP",12,1,2017,34,4,"n"
"ESP",12,4,2014,11,3,"n"
"ESP",12,1,2020,32,1,"h"
"ESP",12,2,2017,16,3,"l"
"ESP",12,3,2013,37,10,"n"
"ESP",12,4,2015,28,5,"n"
"ESP",12,1,2023,6,1,"l"
"ESP",12,3,2015,37,1,"l"
"ESP",12,3,2013,22,1,"n"
"ESP",12,4,2013,38,1,"h"
"ESP",12,1,2016,29,1,"n"
"ESP",12,1,2020,30,1,"n"
"ESP",12,2,2017,40,3,"n"
"ESP",12,1,2020,36,1,"n"
"ESP",12,4,2013,35,6,"l"
"ESP",12,1,2024,16,2,"n"
"ESP",12,3,2018,34,2,"l"
"ESP",12,3,2013,38,4,"l"
"ESP",12,1,2015,31,1,"l"
"ESP",12,3,2024,5,2,"n"
"ESP",12,3,2023,6,3,"h"
"ESP",12,3,2017,23,1,"l"
"ESP",12,4,2015,22,1,"h"
"ESP",12,2,2015,15,1,"l"
"ESP",12,1,2022,4,3,"n"
"ESP",12,2,2017,23,1,"n"
"ESP",12,3,2021,28,1,"n"
"ESP",12,2,2019,2,4,"n"
"ESP",12,2,2017,21,1,"n"
"ESP",12,3,2013,1,5,"n"
"ESP",12,4,2016,32,87,"n"
"ESP",12,2,2012,9,2,"h"
"ESP",12,2,2012,32,7,"n"
