year,month,gid_0,country,gid_1,region,pollutant,closed_shrublands,croplands,forest,grassland,open_shrublands,peatlands,savanna,woody_savanna
2004,1,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,1697.4693,0.0,0.0,0.0,0.0,0.0
2004,1,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.28128872,0.0,0.0,0.0,0.0,0.0
2004,1,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,3.2456392,0.0,0.0,0.0,0.0,0.0
2004,2,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,15.254504,3.2387699,0.0,0.0,8.501771,14.01163
2004,2,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,347.2834,91.530456,0.0,0.0,240.26745,395.98085
2004,2,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,5092.4079,2271.3635,0.0,0.0,5962.3291,9826.417
2004,2,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.84386617,0.29571377,0.0,0.0,0.77624865,1.2793227
2004,2,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,9.7369177,5.4918275,0.0,0.0,14.416047,23.758851
2004,3,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1404815
2004,3,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.230999
2004,3,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.82464
2004,3,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10413092
2004,3,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93386
2004,4,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,2.8339237,0.0,0.0,1.2145387,16.455519
2004,4,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,80.089149,0.0,0.0,34.323921,465.04727
2004,4,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,1987.443,0.0,0.0,851.7613,11540.327
2004,4,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.25874955,0.0,0.0,0.11089266,1.5024604
2004,4,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,4.805349,0.0,0.0,2.0594353,27.902837
2004,5,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,5.0848346,0.0,0.0,0.0,0.40484624,1.1404815
2004,5,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,115.76113,0.0,0.0,0.0,11.441307,32.230999
2004,5,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,1697.4693,0.0,0.0,0.0,283.92043,799.82464
2004,5,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.28128872,0.0,0.0,0.0,0.036964221,0.10413092
2004,5,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,3.2456392,0.0,0.0,0.0,0.68647843,1.93386
2004,6,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,142.37537,0.40484624,0.0,176.81005,2.6315005,22.320852
2004,6,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,3241.3117,11.441307,0.0,1759.6001,74.368495,630.8067
2004,6,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,47529.141,283.92043,0.0,11577.658,1845.4828,15653.711
2004,6,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,7.8760842,0.036964221,0.0,0.0,0.24026744,2.0379908
2004,6,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,90.877898,0.68647843,0.0,0.0,4.4621098,37.848403
2004,7,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.63753627,76.272519,9.9187328,0.0,0.0,28.946506,52.788
2004,7,ESP,Spain,ESP.12_1,Galicia,co,0.0,21.723458,1736.417,280.31202,0.0,0.0,818.05345,1491.8348
2004,7,ESP,Spain,ESP.12_1,Galicia,co2,0.0,357.72868,25462.04,6956.0506,0.0,0.0,20300.311,37020.455
2004,7,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.016528718,4.2193308,0.90562342,0.0,0.0,2.6429418,4.8197739
2004,7,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.59031135,48.684588,16.818722,0.0,0.0,49.083208,89.510091
2004,8,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,5.4190583,86.442188,6.882386,0.0,0.0,15.384157,65.659148
2004,8,ESP,Spain,ESP.12_1,Galicia,co,0.0,184.64939,1967.9392,194.50222,0.0,0.0,434.76966,1855.5847
2004,8,ESP,Spain,ESP.12_1,Galicia,co2,0.0,3040.6938,28856.978,4826.6474,0.0,0.0,10788.976,46047.047
2004,8,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.1404941,4.7819083,0.62839176,0.0,0.0,1.4046404,5.9949657
2004,8,ESP,Spain,ESP.12_1,Galicia,nox,0.0,5.0176465,55.175867,11.670133,0.0,0.0,26.086181,111.33508
2004,9,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,127.12086,0.0,0.0,0.0,0.80969248,0.48877778
2004,9,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,2894.0283,0.0,0.0,0.0,22.882614,13.813285
2004,9,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,42436.733,0.0,0.0,0.0,567.84087,342.78199
2004,9,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,7.0322181,0.0,0.0,0.0,0.073928443,0.044627536
2004,9,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,81.140981,0.0,0.0,0.0,1.3729569,0.82879714
2004,10,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.60726936,3.0955926
2004,10,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,17.16196,87.484141
2004,10,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,425.88065,2170.9526
2004,10,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.055446332,0.28264106
2004,10,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,1.0297177,5.2490486
2004,11,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,11,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,11,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,11,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,11,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,12,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,12,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,12,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,12,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,12,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,1,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,1.8218081,1.7921852
2005,1,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,51.485881,50.648713
2005,1,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,1277.6419,1256.8673
2005,1,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.166339,0.1636343
2005,1,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,3.089153,3.0389229
2005,2,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.40484624,0.0,0.0,0.0,2.9326667
2005,2,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,11.441307,0.0,0.0,0.0,82.879712
2005,2,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,283.92043,0.0,0.0,0.0,2056.6919
2005,2,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.036964221,0.0,0.0,0.0,0.26776522
2005,2,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.68647843,0.0,0.0,0.0,4.9727828
2005,3,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,76.272519,2.0242312,0.0,0.0,6.6799629,27.371556
2005,3,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,1736.417,57.206535,0.0,0.0,188.78156,773.54398
2005,3,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,25462.04,1419.6022,0.0,0.0,4684.6871,19195.791
2005,3,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,4.2193308,0.18482111,0.0,0.0,0.60990965,2.499142
2005,3,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,48.684588,3.4323922,0.0,0.0,11.326894,46.41264
2005,4,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,15.254504,0.0,0.0,0.0,0.20242312,1.1404815
2005,4,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,347.2834,0.0,0.0,0.0,5.7206535,32.230999
2005,4,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,5092.4079,0.0,0.0,0.0,141.96022,799.82464
2005,4,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.84386617,0.0,0.0,0.0,0.018482111,0.10413092
2005,4,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,9.7369177,0.0,0.0,0.0,0.34323922,1.93386
2005,5,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,5,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,5,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,5,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,5,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,6,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,5.0848346,0.0,0.0,0.0,0.0,1.7921852
2005,6,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,115.76113,0.0,0.0,0.0,0.0,50.648713
2005,6,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,1697.4693,0.0,0.0,0.0,0.0,1256.8673
2005,6,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.28128872,0.0,0.0,0.0,0.0,0.1636343
2005,6,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,3.2456392,0.0,0.0,0.0,0.0,3.0389229
2005,7,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,5.0848346,0.0,0.0,0.0,0.20242312,0.81462963
2005,7,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,115.76113,0.0,0.0,0.0,5.7206535,23.022142
2005,7,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,1697.4693,0.0,0.0,0.0,141.96022,571.30331
2005,7,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.28128872,0.0,0.0,0.0,0.018482111,0.074379227
2005,7,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,3.2456392,0.0,0.0,0.0,0.34323922,1.3813286
2005,8,ESP,Spain,ESP.12_1,Galicia,ch4,3.9546567,0.0,1144.0878,42.306432,0.0,1090.3286,116.39329,157.87522
2005,8,ESP,Spain,ESP.12_1,Galicia,co,111.76204,0.0,26046.255,1195.6166,0.0,10850.867,3289.3758,4461.6912
2005,8,ESP,Spain,ESP.12_1,Galicia,co2,2773.418,0.0,381930.6,29669.685,0.0,71395.56,81627.124,110718.58
2005,8,ESP,Spain,ESP.12_1,Galicia,n2o,0.36107735,0.0,63.289962,3.8627611,0.0,0.0,10.627214,14.414694
2005,8,ESP,Spain,ESP.12_1,Galicia,nox,6.7057226,0.0,730.26882,71.736996,0.0,0.0,197.36255,267.70148
2005,9,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,25.424173,0.80969248,0.0,117.87337,4.2508855,14.01163
2005,9,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,578.80566,22.882614,0.0,1173.0667,120.13372,395.98085
2005,9,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,8487.3466,567.84087,0.0,7718.4389,2981.1645,9826.417
2005,9,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,1.4064436,0.073928443,0.0,0.0,0.38812432,1.2793227
2005,9,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,16.228196,1.3729569,0.0,0.0,7.2080236,23.758851
2005,10,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,71.187684,2.0242312,0.0,29.468341,9.3114635,24.438889
2005,10,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,1620.6559,57.206535,0.0,293.26668,263.15006,690.66427
2005,10,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,23764.57,1419.6022,0.0,1929.6097,6530.17,17139.099
2005,10,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,3.9380421,0.18482111,0.0,0.0,0.85017709,2.2313768
2005,10,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,45.438949,3.4323922,0.0,0.0,15.789004,41.439857
2005,11,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,11,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,11,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,11,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,11,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,12,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,30.509007,0.80969248,0.0,0.0,0.60726936,5.3765556
2005,12,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,694.56679,22.882614,0.0,0.0,17.16196,151.94614
2005,12,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,10184.816,567.84087,0.0,0.0,425.88065,3770.6019
2005,12,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,1.6877323,0.073928443,0.0,0.0,0.055446332,0.49090289
2005,12,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,19.473835,1.3729569,0.0,0.0,1.0297177,9.1167686
2006,1,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,1,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,1,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,1,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,1,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,2,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.20242312,0.0,0.0,1.4169618,3.5843704
2006,2,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,5.7206535,0.0,0.0,40.044574,101.29743
2006,2,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,141.96022,0.0,0.0,993.72151,2513.7346
2006,2,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.018482111,0.0,0.0,0.12937477,0.3272686
2006,2,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.34323922,0.0,0.0,2.4026745,6.0778457
2006,3,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32585185
2006,3,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2088569
2006,3,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.52133
2006,3,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029751691
2006,3,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55253143
2006,4,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,4,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,4,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,4,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,4,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,5,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16292593
2006,5,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6044285
2006,5,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.26066
2006,5,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014875845
2006,5,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27626571
2006,6,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,20.339338,0.0,0.0,0.0,0.0,0.81462963
2006,6,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,463.04453,0.0,0.0,0.0,0.0,23.022142
2006,6,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,6789.8773,0.0,0.0,0.0,0.0,571.30331
2006,6,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,1.1251549,0.0,0.0,0.0,0.0,0.074379227
2006,6,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,12.982557,0.0,0.0,0.0,0.0,1.3813286
2006,7,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,167.79954,0.0,0.0,0.0,2.2266543,17.270148
2006,7,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,3820.1174,0.0,0.0,0.0,62.927188,488.06942
2006,7,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,56016.487,0.0,0.0,0.0,1561.5624,12111.63
2006,7,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,9.2825278,0.0,0.0,0.0,0.20330322,1.5768396
2006,7,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,107.10609,0.0,0.0,0.0,3.7756314,29.284166
2006,8,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,2.2313769,4876.3564,6.2751167,0.0,1149.2653,99.187328,455.86674
2006,8,ESP,Spain,ESP.12_1,Galicia,co,0.0,76.032102,111014.93,177.34026,0.0,11437.4,2803.1202,12883.191
2006,8,ESP,Spain,ESP.12_1,Galicia,co2,0.0,1252.0504,1627873.1,4400.7667,0.0,75254.78,69560.506,319701.33
2006,8,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.057850512,269.75588,0.57294543,0.0,0.0,9.0562342,41.622615
2006,8,ESP,Spain,ESP.12_1,Galicia,nox,0.0,2.0660897,3112.568,10.640416,0.0,0.0,168.18722,772.99147
2006,9,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,30.509007,0.40484624,0.0,0.0,0.20242312,17.758926
2006,9,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,694.56679,11.441307,0.0,0.0,5.7206535,501.8827
2006,9,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,10184.816,283.92043,0.0,0.0,141.96022,12454.412
2006,9,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,1.6877323,0.036964221,0.0,0.0,0.018482111,1.6214671
2006,9,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,19.473835,0.68647843,0.0,0.0,0.34323922,30.112963
2006,10,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,10,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,10,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,10,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,10,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,11,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,11,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,11,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,11,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,11,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,12,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,12,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,12,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,12,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,12,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,1,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,1,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,1,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,1,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,1,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,2,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,2,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,2,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,2,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,2,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,3,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,3,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,3,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,3,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,3,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,4,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,4,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,4,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,4,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,4,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,5,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,5,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,5,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,5,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,5,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,6,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,6,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,6,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,6,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,6,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,7,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,7,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,7,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,7,ESP,Spain,ESP.12_1,Galicia,n2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,7,ESP,Spain,ESP.12_1,Galicia,nox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,8,ESP,Spain,ESP.12_1,Galicia,ch4,0.0,0.0,5.0848346,0.20242312,0.0,0.0,0.0,0.48877778
2007,8,ESP,Spain,ESP.12_1,Galicia,co,0.0,0.0,115.76113,5.7206535,0.0,0.0,0.0,13.813285
2007,8,ESP,Spain,ESP.12_1,Galicia,co2,0.0,0.0,1697.4693,141.96022,0.0,0.0,0.0,342.78199
